Disease_Class,Geopolitical_Zone,Eco_Zone,Soil_Type,Rainfall_mm,Temperature_C,Relative_Humidity_Pct,Nitrogen_Level_ppm,Phosphorus_Level_ppm,Potassium_Level_ppm,Insect_Vector_Count,Leaf_Symptom_Severity
Bacterial_Wilt,North_West,Derived_Savanna,Clay_Loam,982.4,31.5,66.4,100.0,55.0,220.0,6,4
Fungal_Blight,South_East,Humid_Forest,Sandy_Loam,2224.1,32.0,89.8,90.0,45.0,180.0,9,5
Nutrient_Deficiency,South_West,Southern_Guinea_Savanna,Lateritic,815.9,31.0,59.2,28.7,10.8,65.7,1,2
Viral_Mosaic,South_West,Derived_Savanna,Clay_Loam,1522.1,28.6,60.3,100.0,55.0,220.0,44,2
Healthy,South_East,Southern_Guinea_Savanna,Sandy_Loam,1497.5,27.0,50.2,69.0,32.3,189.1,1,1
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,2071.6,32.2,89.7,90.0,45.0,180.0,6,5
Fungal_Blight,South_East,Humid_Forest,Sandy_Loam,1901.8,32.6,81.0,90.0,45.0,180.0,9,4
Healthy,South_South,Humid_Forest,Alluvial,1650.4,25.1,59.0,75.9,42.0,187.9,0,1
Viral_Mosaic,North_West,Southern_Guinea_Savanna,Sandy_Loam,1166.9,28.6,67.8,100.0,55.0,220.0,23,4
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,1963.0,28.1,85.4,90.0,45.0,180.0,6,5
Nutrient_Deficiency,North_East,Southern_Guinea_Savanna,Lateritic,665.4,29.7,52.0,22.3,13.1,37.6,2,3
Bacterial_Wilt,North_Central,Humid_Forest,Clay_Loam,1163.0,35.4,62.5,100.0,55.0,220.0,2,4
Fungal_Blight,South_East,Derived_Savanna,Clay_Loam,1800.0,29.4,90.6,90.0,45.0,180.0,7,4
Viral_Mosaic,South_West,Derived_Savanna,Sandy_Loam,935.8,29.6,82.0,100.0,55.0,220.0,28,2
Healthy,North_East,Southern_Guinea_Savanna,Sandy_Loam,1517.1,23.5,72.5,84.9,37.4,130.3,0,1
Viral_Mosaic,North_West,Derived_Savanna,Clay_Loam,1036.4,28.2,70.8,100.0,55.0,220.0,30,4
Viral_Mosaic,North_West,Southern_Guinea_Savanna,Sandy_Loam,895.4,33.6,88.5,100.0,55.0,220.0,16,3
Bacterial_Wilt,North_East,Humid_Forest,Clay_Loam,1164.9,33.8,64.7,100.0,55.0,220.0,6,5
Nutrient_Deficiency,North_Central,Sudan_Savanna,Lateritic,685.4,26.9,45.7,18.4,7.8,39.8,0,2
Bacterial_Wilt,South_East,Humid_Forest,Clay_Loam,1116.3,31.8,74.0,100.0,55.0,220.0,7,4
Bacterial_Wilt,South_East,Southern_Guinea_Savanna,Clay_Loam,1397.9,30.0,62.7,100.0,55.0,220.0,2,4
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Lateritic,1182.7,28.4,57.3,100.0,55.0,220.0,13,3
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,2318.2,33.9,88.9,90.0,45.0,180.0,8,3
Bacterial_Wilt,South_East,Southern_Guinea_Savanna,Sandy_Loam,600.0,31.4,80.5,100.0,55.0,220.0,4,5
Fungal_Blight,South_West,Humid_Forest,Clay_Loam,2230.6,27.7,82.9,90.0,45.0,180.0,9,3
Healthy,South_East,Southern_Guinea_Savanna,Clay_Loam,1106.5,27.1,67.8,75.4,43.2,127.2,0,1
Bacterial_Wilt,South_West,Derived_Savanna,Clay_Loam,1263.8,32.3,73.5,100.0,55.0,220.0,9,5
Bacterial_Wilt,North_Central,Southern_Guinea_Savanna,Clay_Loam,694.9,34.5,78.6,100.0,55.0,220.0,4,4
Fungal_Blight,South_West,Humid_Forest,Alluvial,2344.5,27.6,84.2,90.0,45.0,180.0,11,3
Fungal_Blight,South_West,Humid_Forest,Sandy_Loam,1800.0,35.0,90.6,90.0,45.0,180.0,7,4
Bacterial_Wilt,South_East,Southern_Guinea_Savanna,Clay_Loam,1203.9,32.4,68.2,100.0,55.0,220.0,10,4
Healthy,South_West,Humid_Forest,Alluvial,1646.1,29.4,66.8,86.5,42.8,167.0,0,1
Fungal_Blight,South_West,Humid_Forest,Sandy_Loam,2232.9,25.4,93.6,90.0,45.0,180.0,6,5
Healthy,North_East,Southern_Guinea_Savanna,Alluvial,986.6,29.2,62.8,71.6,33.2,175.1,0,1
Bacterial_Wilt,South_South,Southern_Guinea_Savanna,Alluvial,1434.5,35.6,61.7,100.0,55.0,220.0,9,4
Healthy,South_East,Derived_Savanna,Alluvial,1446.7,33.5,54.1,72.3,39.5,147.4,1,1
Viral_Mosaic,North_Central,Southern_Guinea_Savanna,Sandy_Loam,1071.6,25.0,80.5,100.0,55.0,220.0,23,4
Healthy,North_East,Derived_Savanna,Alluvial,667.4,27.3,70.8,97.6,32.9,172.4,0,1
Nutrient_Deficiency,South_West,Southern_Guinea_Savanna,Sandy_Loam,809.5,30.6,56.7,27.5,13.2,35.8,3,2
Viral_Mosaic,North_West,Southern_Guinea_Savanna,Sandy_Loam,798.1,30.0,82.5,100.0,55.0,220.0,26,3
Bacterial_Wilt,South_South,Sudan_Savanna,Clay_Loam,1301.0,34.7,66.1,100.0,55.0,220.0,7,5
Viral_Mosaic,South_West,Humid_Forest,Alluvial,1150.4,29.0,61.3,100.0,55.0,220.0,27,2
Fungal_Blight,South_West,Humid_Forest,Clay_Loam,2347.4,28.9,88.8,90.0,45.0,180.0,11,3
Healthy,South_West,Southern_Guinea_Savanna,Alluvial,1310.4,26.8,62.9,75.4,39.3,207.5,0,1
Fungal_Blight,South_South,Humid_Forest,Sandy_Loam,2133.9,30.5,89.6,90.0,45.0,180.0,6,3
Healthy,South_East,Derived_Savanna,Clay_Loam,1439.8,33.6,58.0,86.0,30.9,147.6,1,1
Healthy,South_East,Southern_Guinea_Savanna,Sandy_Loam,1424.0,28.1,63.5,72.4,38.0,143.4,1,1
Fungal_Blight,South_East,Humid_Forest,Alluvial,1800.0,32.1,82.8,90.0,45.0,180.0,15,4
Bacterial_Wilt,South_South,Derived_Savanna,Clay_Loam,1514.5,33.7,84.8,100.0,55.0,220.0,5,5
Nutrient_Deficiency,South_South,Sudan_Savanna,Lateritic,807.7,30.5,53.6,19.9,7.2,53.4,1,3
Bacterial_Wilt,North_East,Derived_Savanna,Clay_Loam,712.5,34.0,79.5,100.0,55.0,220.0,7,4
Healthy,North_West,Derived_Savanna,Alluvial,1737.0,30.6,56.1,64.7,37.1,170.9,1,1
Healthy,North_Central,Derived_Savanna,Alluvial,1107.7,22.3,53.4,60.2,45.3,164.7,0,1
Healthy,South_West,Southern_Guinea_Savanna,Clay_Loam,1476.0,30.8,62.3,73.0,42.2,113.5,0,1
Fungal_Blight,South_West,Humid_Forest,Alluvial,2054.6,31.8,88.0,90.0,45.0,180.0,9,3
Healthy,North_Central,Humid_Forest,Clay_Loam,1280.1,22.0,62.0,75.5,47.0,137.6,1,1
Bacterial_Wilt,South_South,Derived_Savanna,Clay_Loam,1643.8,32.8,78.3,100.0,55.0,220.0,5,4
Healthy,South_East,Southern_Guinea_Savanna,Sandy_Loam,1371.7,27.6,66.5,94.4,37.9,161.7,1,1
Healthy,South_East,Southern_Guinea_Savanna,Alluvial,1427.9,32.8,68.5,77.5,38.1,151.1,0,1
Fungal_Blight,South_West,Humid_Forest,Alluvial,2001.5,29.9,85.1,90.0,45.0,180.0,8,4
Nutrient_Deficiency,North_Central,Sudan_Savanna,Lateritic,948.3,35.0,62.8,22.1,10.2,37.4,2,2
Bacterial_Wilt,South_South,Sudan_Savanna,Clay_Loam,1400.5,35.2,86.2,100.0,55.0,220.0,6,5
Nutrient_Deficiency,South_East,Derived_Savanna,Sandy_Loam,741.5,34.3,40.0,27.8,6.6,46.1,1,2
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,2395.7,28.6,89.7,90.0,45.0,180.0,7,4
Nutrient_Deficiency,North_West,Sudan_Savanna,Lateritic,758.8,26.2,40.0,12.8,8.8,51.0,2,2
Fungal_Blight,South_West,Humid_Forest,Clay_Loam,2297.7,29.7,81.7,90.0,45.0,180.0,8,3
Bacterial_Wilt,South_South,Humid_Forest,Clay_Loam,846.0,32.3,62.6,100.0,55.0,220.0,3,4
Fungal_Blight,South_West,Humid_Forest,Sandy_Loam,1800.0,30.0,89.2,90.0,45.0,180.0,4,4
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Clay_Loam,1133.4,33.7,63.9,100.0,55.0,220.0,30,4
Healthy,South_East,Derived_Savanna,Sandy_Loam,1503.3,26.3,64.4,88.0,32.8,160.6,0,1
Nutrient_Deficiency,North_West,Derived_Savanna,Lateritic,753.4,29.3,53.1,19.3,11.2,56.5,1,2
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Lateritic,600.0,30.4,63.9,100.0,55.0,220.0,35,4
Healthy,South_East,Humid_Forest,Sandy_Loam,1034.1,26.0,63.9,64.7,35.7,118.4,0,1
Fungal_Blight,South_East,Humid_Forest,Alluvial,2363.5,29.7,91.4,90.0,45.0,180.0,6,5
Fungal_Blight,South_West,Humid_Forest,Clay_Loam,1800.0,24.0,88.2,90.0,45.0,180.0,12,4
Healthy,North_Central,Humid_Forest,Alluvial,1096.7,29.8,72.4,79.1,30.2,152.7,1,1
Healthy,North_West,Southern_Guinea_Savanna,Alluvial,1126.1,25.7,71.9,74.0,44.3,175.1,1,1
Healthy,North_West,Humid_Forest,Sandy_Loam,1633.5,28.8,78.3,82.9,39.7,202.8,0,1
Viral_Mosaic,North_West,Humid_Forest,Alluvial,948.1,36.4,60.1,100.0,55.0,220.0,31,3
Nutrient_Deficiency,North_West,Southern_Guinea_Savanna,Lateritic,991.1,24.2,49.8,15.6,9.2,37.6,1,4
Healthy,South_South,Humid_Forest,Alluvial,1363.6,26.8,64.5,77.3,39.5,192.9,0,1
Nutrient_Deficiency,South_West,Derived_Savanna,Lateritic,604.6,25.7,66.5,10.1,12.3,56.8,1,4
Viral_Mosaic,North_West,Humid_Forest,Alluvial,1216.3,29.1,75.1,100.0,55.0,220.0,27,3
Nutrient_Deficiency,South_South,Sudan_Savanna,Lateritic,787.7,28.0,45.7,17.4,14.3,63.3,0,2
Viral_Mosaic,South_West,Derived_Savanna,Alluvial,1010.9,37.0,69.7,100.0,55.0,220.0,23,2
Viral_Mosaic,South_West,Derived_Savanna,Sandy_Loam,1252.8,34.0,58.4,100.0,55.0,220.0,27,3
Fungal_Blight,South_East,Derived_Savanna,Alluvial,2148.9,28.5,83.9,90.0,45.0,180.0,11,4
Bacterial_Wilt,South_East,Sudan_Savanna,Alluvial,600.0,32.7,58.6,100.0,55.0,220.0,7,5
Healthy,North_East,Derived_Savanna,Sandy_Loam,1716.1,29.8,55.1,95.0,39.2,153.6,0,1
Viral_Mosaic,North_Central,Derived_Savanna,Sandy_Loam,1193.5,32.1,59.9,100.0,55.0,220.0,31,4
Fungal_Blight,South_South,Derived_Savanna,Sandy_Loam,2148.5,26.4,84.5,90.0,45.0,180.0,8,3
Viral_Mosaic,North_Central,Southern_Guinea_Savanna,Sandy_Loam,991.3,34.8,64.9,100.0,55.0,220.0,21,3
Nutrient_Deficiency,South_East,Derived_Savanna,Alluvial,833.3,32.2,58.4,13.5,12.5,58.2,0,3
Bacterial_Wilt,South_South,Humid_Forest,Clay_Loam,1365.2,34.5,55.7,100.0,55.0,220.0,4,5
Healthy,South_East,Humid_Forest,Alluvial,1011.7,23.8,47.6,64.4,35.5,208.8,1,1
Healthy,North_East,Derived_Savanna,Alluvial,1117.1,27.4,50.6,82.4,40.0,166.7,1,1
Bacterial_Wilt,South_East,Sudan_Savanna,Sandy_Loam,1158.9,32.5,64.0,100.0,55.0,220.0,5,4
Nutrient_Deficiency,South_East,Southern_Guinea_Savanna,Lateritic,600.0,31.4,54.6,13.6,10.8,36.0,1,2
Bacterial_Wilt,North_Central,Southern_Guinea_Savanna,Alluvial,1342.8,30.0,71.7,100.0,55.0,220.0,5,4
Fungal_Blight,South_South,Humid_Forest,Sandy_Loam,1901.7,30.2,84.0,90.0,45.0,180.0,8,4
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,1980.0,29.5,83.6,90.0,45.0,180.0,11,5
Bacterial_Wilt,South_East,Humid_Forest,Clay_Loam,1736.7,30.0,52.3,100.0,55.0,220.0,6,5
Healthy,South_East,Humid_Forest,Sandy_Loam,1381.0,25.1,62.7,60.0,38.1,119.2,1,1
Nutrient_Deficiency,South_East,Southern_Guinea_Savanna,Clay_Loam,1025.8,30.8,57.2,21.2,13.2,52.4,1,3
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Alluvial,644.9,26.3,58.9,100.0,55.0,220.0,30,3
Healthy,North_Central,Derived_Savanna,Sandy_Loam,1088.5,25.9,70.7,88.0,36.8,157.9,0,1
Fungal_Blight,South_West,Humid_Forest,Clay_Loam,2271.5,28.5,85.3,90.0,45.0,180.0,8,5
Healthy,North_West,Humid_Forest,Sandy_Loam,1335.2,23.6,64.6,76.5,36.7,120.1,2,1
Healthy,North_East,Derived_Savanna,Clay_Loam,1425.2,28.1,62.1,71.4,42.5,170.5,0,1
Viral_Mosaic,North_Central,Humid_Forest,Sandy_Loam,600.0,30.5,88.5,100.0,55.0,220.0,25,4
Viral_Mosaic,North_Central,Southern_Guinea_Savanna,Lateritic,1041.0,31.5,67.0,100.0,55.0,220.0,24,3
Fungal_Blight,South_West,Humid_Forest,Sandy_Loam,1800.0,28.2,82.8,90.0,45.0,180.0,4,4
Healthy,North_Central,Derived_Savanna,Sandy_Loam,1064.5,29.1,64.5,73.5,35.5,206.9,0,1
Fungal_Blight,South_West,Humid_Forest,Alluvial,1860.1,30.5,89.8,90.0,45.0,180.0,12,5
Healthy,South_West,Derived_Savanna,Alluvial,878.2,24.9,71.3,62.5,45.2,154.6,1,1
Healthy,North_Central,Derived_Savanna,Sandy_Loam,1396.4,23.8,56.9,68.7,39.7,174.4,2,1
Nutrient_Deficiency,North_Central,Sudan_Savanna,Alluvial,890.2,27.1,65.2,13.1,10.8,53.8,0,3
Nutrient_Deficiency,South_West,Sudan_Savanna,Lateritic,970.0,25.9,40.2,19.4,6.2,64.7,1,3
Bacterial_Wilt,North_East,Southern_Guinea_Savanna,Clay_Loam,1232.0,33.4,72.9,100.0,55.0,220.0,5,4
Healthy,North_East,Humid_Forest,Sandy_Loam,1622.0,28.0,52.1,90.5,42.7,173.5,2,1
Healthy,South_West,Southern_Guinea_Savanna,Alluvial,1026.2,29.8,51.1,76.1,38.3,146.8,0,1
Healthy,South_West,Derived_Savanna,Alluvial,1293.9,33.4,75.8,82.4,39.2,163.0,0,1
Healthy,South_South,Southern_Guinea_Savanna,Clay_Loam,600.0,26.0,71.7,77.7,37.3,189.2,0,1
Healthy,North_West,Southern_Guinea_Savanna,Sandy_Loam,1259.7,26.2,54.0,70.4,43.4,144.3,1,1
Fungal_Blight,South_East,Humid_Forest,Clay_Loam,2076.2,32.5,80.0,90.0,45.0,180.0,8,4
Nutrient_Deficiency,North_West,Derived_Savanna,Lateritic,600.0,30.8,58.2,28.0,7.7,70.0,0,3
Viral_Mosaic,North_Central,Derived_Savanna,Clay_Loam,1274.7,29.6,55.2,100.0,55.0,220.0,22,4
Healthy,North_East,Humid_Forest,Sandy_Loam,991.8,25.5,63.0,74.0,47.5,187.0,0,1
Viral_Mosaic,North_West,Humid_Forest,Clay_Loam,1399.7,22.0,71.4,100.0,55.0,220.0,27,3
Bacterial_Wilt,South_South,Derived_Savanna,Alluvial,1325.0,33.4,79.3,100.0,55.0,220.0,3,4
Fungal_Blight,South_West,Humid_Forest,Clay_Loam,1831.6,27.1,92.0,90.0,45.0,180.0,9,3
Fungal_Blight,South_South,Derived_Savanna,Lateritic,1832.6,28.0,91.0,90.0,45.0,180.0,12,3
Healthy,North_East,Humid_Forest,Alluvial,1522.2,26.7,67.3,74.1,40.7,143.9,0,1
Healthy,North_East,Southern_Guinea_Savanna,Clay_Loam,816.6,29.7,65.3,78.2,44.3,190.3,0,1
Fungal_Blight,South_East,Humid_Forest,Clay_Loam,1800.0,28.8,88.7,90.0,45.0,180.0,4,5
Healthy,North_East,Derived_Savanna,Sandy_Loam,1636.7,24.8,77.8,82.2,44.2,196.7,0,1
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Sandy_Loam,727.4,22.0,59.4,100.0,55.0,220.0,22,3
Viral_Mosaic,North_Central,Southern_Guinea_Savanna,Alluvial,903.9,33.1,75.4,100.0,55.0,220.0,27,4
Fungal_Blight,South_West,Humid_Forest,Alluvial,1948.8,30.0,89.1,90.0,45.0,180.0,8,4
Healthy,North_West,Derived_Savanna,Clay_Loam,1149.9,30.4,64.3,71.6,33.9,156.0,0,1
Bacterial_Wilt,South_South,Sudan_Savanna,Alluvial,1502.0,30.6,78.0,100.0,55.0,220.0,7,5
Healthy,South_East,Humid_Forest,Sandy_Loam,1398.9,28.7,72.3,60.0,30.0,147.6,2,1
Healthy,North_West,Southern_Guinea_Savanna,Clay_Loam,1073.2,31.0,68.3,100.0,40.3,201.0,0,1
Viral_Mosaic,North_Central,Derived_Savanna,Clay_Loam,883.0,22.0,60.1,100.0,55.0,220.0,30,2
Viral_Mosaic,North_West,Humid_Forest,Alluvial,1505.8,29.3,63.1,100.0,55.0,220.0,34,4
Healthy,North_West,Derived_Savanna,Alluvial,1281.3,25.9,58.0,67.9,38.7,153.8,0,1
Healthy,South_South,Derived_Savanna,Sandy_Loam,1300.1,28.0,59.4,79.6,43.1,138.3,0,1
Fungal_Blight,South_East,Humid_Forest,Sandy_Loam,2002.7,29.2,89.1,90.0,45.0,180.0,10,3
Healthy,South_East,Southern_Guinea_Savanna,Clay_Loam,1129.7,30.4,70.0,91.7,34.7,171.9,0,1
Healthy,South_West,Southern_Guinea_Savanna,Sandy_Loam,1510.4,26.5,79.5,60.0,36.2,157.9,0,1
Fungal_Blight,South_South,Humid_Forest,Alluvial,2091.8,28.3,85.4,90.0,45.0,180.0,12,3
Bacterial_Wilt,South_East,Derived_Savanna,Clay_Loam,833.7,35.7,73.0,100.0,55.0,220.0,8,4
Bacterial_Wilt,South_South,Sudan_Savanna,Clay_Loam,1118.7,34.1,72.5,100.0,55.0,220.0,10,4
Viral_Mosaic,South_West,Derived_Savanna,Sandy_Loam,1108.8,35.6,65.0,100.0,55.0,220.0,22,3
Viral_Mosaic,South_West,Humid_Forest,Sandy_Loam,1049.6,32.9,67.5,100.0,55.0,220.0,21,4
Fungal_Blight,South_South,Derived_Savanna,Alluvial,2211.2,28.2,88.2,90.0,45.0,180.0,13,3
Viral_Mosaic,North_Central,Derived_Savanna,Sandy_Loam,1301.4,26.8,61.2,100.0,55.0,220.0,23,3
Bacterial_Wilt,North_Central,Southern_Guinea_Savanna,Clay_Loam,1421.9,35.4,57.0,100.0,55.0,220.0,6,4
Healthy,North_West,Humid_Forest,Sandy_Loam,1203.2,27.9,62.2,60.0,38.9,142.8,1,1
Fungal_Blight,South_West,Humid_Forest,Alluvial,1843.5,29.8,91.0,90.0,45.0,180.0,9,5
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Clay_Loam,1087.5,24.7,71.5,100.0,55.0,220.0,21,3
Healthy,North_West,Derived_Savanna,Alluvial,600.0,24.3,58.6,88.4,37.6,186.4,0,1
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,1800.0,27.7,83.0,90.0,45.0,180.0,5,5
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Lateritic,1121.5,30.1,79.4,100.0,55.0,220.0,20,2
Healthy,North_West,Derived_Savanna,Clay_Loam,1214.6,28.0,62.7,100.0,37.3,199.5,0,1
Fungal_Blight,South_West,Humid_Forest,Alluvial,1979.4,29.8,90.3,90.0,45.0,180.0,5,4
Nutrient_Deficiency,North_Central,Derived_Savanna,Clay_Loam,615.3,29.7,65.4,27.1,15.0,55.3,2,3
Fungal_Blight,South_West,Humid_Forest,Sandy_Loam,1800.0,28.7,91.2,90.0,45.0,180.0,10,5
Bacterial_Wilt,North_Central,Derived_Savanna,Clay_Loam,814.3,30.0,75.3,100.0,55.0,220.0,6,4
Viral_Mosaic,South_West,Derived_Savanna,Clay_Loam,1047.1,31.1,51.4,100.0,55.0,220.0,16,3
Healthy,South_East,Southern_Guinea_Savanna,Alluvial,1398.1,26.7,61.8,60.3,35.5,149.8,1,1
Bacterial_Wilt,North_East,Sudan_Savanna,Clay_Loam,1496.1,31.5,65.5,100.0,55.0,220.0,1,5
Bacterial_Wilt,North_West,Humid_Forest,Sandy_Loam,1003.3,34.0,65.7,100.0,55.0,220.0,10,4
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Clay_Loam,898.6,25.6,76.3,100.0,55.0,220.0,27,3
Bacterial_Wilt,South_West,Humid_Forest,Alluvial,787.7,33.7,58.7,100.0,55.0,220.0,5,4
Healthy,South_East,Southern_Guinea_Savanna,Alluvial,1327.3,29.8,65.8,80.2,35.0,171.8,0,1
Healthy,South_East,Humid_Forest,Sandy_Loam,1106.8,27.4,58.1,78.8,50.0,113.3,0,1
Bacterial_Wilt,South_East,Humid_Forest,Sandy_Loam,1147.7,31.5,71.6,100.0,55.0,220.0,1,5
Healthy,North_West,Southern_Guinea_Savanna,Alluvial,1298.5,30.1,62.7,77.0,43.6,152.7,2,1
Healthy,North_Central,Southern_Guinea_Savanna,Alluvial,1470.1,27.5,48.3,81.3,44.0,192.1,1,1
Fungal_Blight,South_West,Humid_Forest,Alluvial,2111.1,26.3,91.2,90.0,45.0,180.0,9,4
Bacterial_Wilt,South_South,Southern_Guinea_Savanna,Clay_Loam,1178.4,31.2,70.4,100.0,55.0,220.0,7,5
Healthy,North_West,Humid_Forest,Sandy_Loam,1465.9,30.5,55.1,78.4,45.4,177.2,1,1
Bacterial_Wilt,South_South,Southern_Guinea_Savanna,Clay_Loam,633.4,32.9,67.4,100.0,55.0,220.0,6,5
Viral_Mosaic,North_Central,Derived_Savanna,Alluvial,1151.1,28.5,54.7,100.0,55.0,220.0,28,4
Viral_Mosaic,North_West,Derived_Savanna,Lateritic,1032.0,28.1,76.1,100.0,55.0,220.0,20,3
Bacterial_Wilt,South_East,Sudan_Savanna,Clay_Loam,1056.8,30.3,68.7,100.0,55.0,220.0,6,5
Bacterial_Wilt,South_South,Southern_Guinea_Savanna,Clay_Loam,1299.0,32.4,60.1,100.0,55.0,220.0,8,4
Healthy,North_Central,Humid_Forest,Alluvial,1011.6,25.9,53.2,76.9,36.0,167.9,2,1
Nutrient_Deficiency,North_East,Sudan_Savanna,Sandy_Loam,886.3,28.0,56.1,15.1,9.0,45.2,1,2
Nutrient_Deficiency,North_West,Southern_Guinea_Savanna,Lateritic,1014.6,32.3,44.3,17.7,8.2,62.8,0,3
Viral_Mosaic,North_Central,Derived_Savanna,Clay_Loam,1059.6,33.8,64.0,100.0,55.0,220.0,26,3
Viral_Mosaic,South_West,Derived_Savanna,Lateritic,1097.6,26.0,79.3,100.0,55.0,220.0,25,4
Nutrient_Deficiency,South_West,Derived_Savanna,Lateritic,740.7,32.7,51.7,22.0,9.4,48.3,1,2
Healthy,South_South,Derived_Savanna,Alluvial,1303.1,35.2,48.7,88.6,38.1,179.3,0,1
Nutrient_Deficiency,North_East,Sudan_Savanna,Alluvial,909.9,31.1,60.2,29.6,9.3,47.2,1,3
Bacterial_Wilt,North_East,Derived_Savanna,Lateritic,1806.7,34.1,58.6,100.0,55.0,220.0,6,4
Fungal_Blight,South_South,Derived_Savanna,Lateritic,2077.4,29.1,90.6,90.0,45.0,180.0,8,3
Fungal_Blight,South_South,Derived_Savanna,Alluvial,1800.0,24.3,81.7,90.0,45.0,180.0,6,5
Viral_Mosaic,North_Central,Humid_Forest,Clay_Loam,1198.4,31.0,53.2,100.0,55.0,220.0,22,2
Viral_Mosaic,North_Central,Derived_Savanna,Clay_Loam,625.3,32.3,57.1,100.0,55.0,220.0,21,3
Bacterial_Wilt,North_West,Derived_Savanna,Clay_Loam,1308.9,32.4,73.5,100.0,55.0,220.0,4,5
Fungal_Blight,South_West,Humid_Forest,Sandy_Loam,1800.0,32.1,90.0,90.0,45.0,180.0,6,5
Healthy,South_West,Humid_Forest,Sandy_Loam,1244.2,29.4,60.7,67.5,39.4,154.6,2,1
Bacterial_Wilt,South_South,Humid_Forest,Clay_Loam,1373.6,30.0,51.4,100.0,55.0,220.0,6,4
Healthy,South_East,Derived_Savanna,Sandy_Loam,1352.8,27.8,57.6,82.0,38.8,187.6,2,1
Healthy,South_South,Southern_Guinea_Savanna,Sandy_Loam,1426.2,30.2,52.4,74.7,36.6,143.7,0,1
Viral_Mosaic,North_West,Derived_Savanna,Sandy_Loam,1800.8,31.1,75.0,100.0,55.0,220.0,24,2
Healthy,North_Central,Humid_Forest,Clay_Loam,1551.8,29.3,62.2,75.0,38.6,100.0,0,1
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,2140.0,26.6,83.8,90.0,45.0,180.0,9,5
Healthy,North_East,Derived_Savanna,Sandy_Loam,1145.7,24.9,71.5,77.6,39.9,182.7,1,1
Fungal_Blight,South_West,Humid_Forest,Sandy_Loam,2389.9,27.5,83.5,90.0,45.0,180.0,6,3
Healthy,North_East,Derived_Savanna,Alluvial,1035.3,31.7,77.7,78.0,44.1,193.5,0,1
Fungal_Blight,South_East,Humid_Forest,Lateritic,2593.1,29.4,94.9,90.0,45.0,180.0,8,5
Viral_Mosaic,South_West,Derived_Savanna,Lateritic,1017.1,34.2,70.1,100.0,55.0,220.0,27,3
Fungal_Blight,South_East,Humid_Forest,Sandy_Loam,2140.3,29.2,80.0,90.0,45.0,180.0,6,3
Healthy,North_Central,Southern_Guinea_Savanna,Sandy_Loam,1667.2,25.2,69.6,95.3,41.3,117.9,0,1
Bacterial_Wilt,North_East,Southern_Guinea_Savanna,Alluvial,976.6,31.8,83.7,100.0,55.0,220.0,4,4
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,2203.3,28.5,85.2,90.0,45.0,180.0,10,4
Fungal_Blight,South_West,Humid_Forest,Lateritic,1979.1,28.9,84.1,90.0,45.0,180.0,12,5
Healthy,South_West,Southern_Guinea_Savanna,Clay_Loam,1030.5,26.4,61.5,69.5,45.2,158.4,0,1
Healthy,North_Central,Humid_Forest,Sandy_Loam,1545.4,28.8,61.9,86.0,37.6,118.4,1,1
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Sandy_Loam,878.0,30.8,67.6,100.0,55.0,220.0,20,3
Healthy,South_East,Derived_Savanna,Sandy_Loam,968.4,30.9,50.4,97.7,48.8,150.4,0,1
Healthy,North_Central,Humid_Forest,Sandy_Loam,1318.2,27.0,61.3,77.6,30.3,197.4,1,1
Fungal_Blight,South_East,Humid_Forest,Clay_Loam,1987.2,29.3,88.8,90.0,45.0,180.0,11,3
Healthy,North_East,Derived_Savanna,Alluvial,1066.4,26.3,64.5,79.5,35.9,220.0,0,1
Healthy,South_East,Derived_Savanna,Sandy_Loam,1432.2,22.9,63.5,66.2,46.9,166.3,1,1
Bacterial_Wilt,South_South,Sudan_Savanna,Clay_Loam,925.6,30.6,71.4,100.0,55.0,220.0,8,4
Viral_Mosaic,South_West,Derived_Savanna,Clay_Loam,961.4,30.2,51.6,100.0,55.0,220.0,27,3
Nutrient_Deficiency,South_East,Sudan_Savanna,Lateritic,881.6,26.9,80.0,21.7,12.2,36.6,0,3
Fungal_Blight,South_West,Humid_Forest,Sandy_Loam,2414.8,32.6,88.9,90.0,45.0,180.0,7,3
Fungal_Blight,South_West,Humid_Forest,Sandy_Loam,1956.2,25.8,85.8,90.0,45.0,180.0,5,5
Bacterial_Wilt,South_West,Sudan_Savanna,Clay_Loam,955.1,33.3,56.9,100.0,55.0,220.0,3,4
Viral_Mosaic,North_Central,Derived_Savanna,Clay_Loam,715.2,31.0,64.6,100.0,55.0,220.0,14,4
