customer_id,age,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,tech_support,online_security,paperless_billing,num_support_tickets,satisfaction_score,churn
608,75,56,51.52,7486.46,Two year,Electronic check,Fiber optic,No,No,Yes,0,1,0
609,18,10,97.19,3501.27,Month-to-month,Credit card,DSL,No,Yes,Yes,3,2,1
610,64,30,28.64,7036.08,Month-to-month,Mailed check,No,No,No,Yes,4,5,1
611,51,25,43.68,4883.49,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,1,5,0
612,49,5,93.24,2052.34,Month-to-month,Mailed check,Fiber optic,No,No,Yes,4,1,1
613,79,65,74.83,2911.25,Month-to-month,Credit card,DSL,No,Yes,Yes,2,5,0
614,71,49,32.8,762.96,One year,Electronic check,Fiber optic,No,No,Yes,0,5,0
615,65,3,108.21,2734.35,Two year,Bank transfer,Fiber optic,No,No,No,1,5,0
616,42,45,59.34,5452.57,One year,Mailed check,DSL,No,No,No,1,1,0
617,57,14,102.79,669.68,Month-to-month,Mailed check,No,No,No,Yes,2,5,1
618,62,30,98.77,1722.67,Month-to-month,Mailed check,DSL,No,No,Yes,2,3,1
619,70,68,82.44,3113.38,Month-to-month,Electronic check,No,No,No,No,3,1,1
620,18,18,69.45,7858.19,Month-to-month,Bank transfer,DSL,No,Yes,Yes,2,2,1
621,33,62,117.96,6300.41,One year,Electronic check,No,Yes,No,Yes,3,5,0
622,78,37,34.5,5894.55,Month-to-month,Electronic check,Fiber optic,No,No,No,1,4,1
623,56,25,92.52,1017.91,Month-to-month,Electronic check,DSL,No,Yes,No,1,1,1
624,22,48,39.12,6269.87,Month-to-month,Credit card,DSL,Yes,No,Yes,3,2,0
625,39,65,53.83,6303.62,Two year,Credit card,Fiber optic,Yes,No,Yes,1,3,0
626,46,53,50.87,4848.71,Month-to-month,Credit card,No,No,Yes,Yes,3,2,1
627,72,15,114.7,7923.86,Month-to-month,Bank transfer,DSL,Yes,No,Yes,1,5,0
628,20,49,116.74,2669.51,Month-to-month,Electronic check,DSL,No,No,Yes,2,4,1
629,29,68,38.3,7536.05,Month-to-month,Electronic check,Fiber optic,No,Yes,Yes,1,5,0
630,43,12,22.2,7326.38,Month-to-month,Credit card,Fiber optic,No,Yes,Yes,2,2,1
631,33,59,92.0,190.7,Month-to-month,Electronic check,Fiber optic,Yes,No,No,4,1,1
632,68,37,61.8,3655.92,One year,Electronic check,Fiber optic,No,No,No,2,4,0
633,54,61,28.88,7819.12,Month-to-month,Mailed check,DSL,No,Yes,No,2,4,0
634,39,43,88.38,914.66,One year,Electronic check,No,No,No,No,3,2,0
635,74,70,74.51,4427.5,Two year,Mailed check,Fiber optic,No,No,Yes,3,5,0
636,46,39,118.05,7833.76,One year,Electronic check,DSL,No,No,No,1,2,0
637,31,56,42.74,4488.41,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,2,4,1
638,45,63,60.4,1599.54,Month-to-month,Credit card,Fiber optic,No,No,Yes,1,2,1
639,22,46,74.25,4699.25,One year,Mailed check,DSL,No,No,No,3,4,0
640,64,11,99.17,1715.08,One year,Credit card,Fiber optic,No,Yes,No,3,5,0
641,66,62,74.88,4205.66,Month-to-month,Mailed check,DSL,Yes,No,No,1,1,1
642,47,25,81.29,684.93,One year,Mailed check,Fiber optic,No,No,Yes,3,1,0
643,63,71,42.61,4883.31,Month-to-month,Mailed check,No,No,Yes,No,1,2,1
644,79,52,104.69,4182.64,Month-to-month,Bank transfer,DSL,No,No,No,2,4,1
645,69,4,62.86,5947.27,Month-to-month,Electronic check,Fiber optic,No,No,Yes,3,1,1
646,22,59,34.1,5082.53,Month-to-month,Mailed check,No,Yes,No,Yes,3,4,0
647,29,20,86.42,4441.89,Month-to-month,Bank transfer,No,Yes,No,Yes,3,5,0
648,33,63,41.61,5549.25,One year,Mailed check,Fiber optic,Yes,Yes,No,0,2,0
649,43,54,29.76,1237.14,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,0,4,0
650,43,57,106.2,4803.34,Month-to-month,Mailed check,Fiber optic,No,No,Yes,5,2,1
651,65,41,66.02,1459.67,Month-to-month,Bank transfer,No,Yes,Yes,Yes,0,4,0
652,38,3,94.93,7411.63,Month-to-month,Electronic check,No,Yes,No,Yes,1,4,1
653,56,6,49.06,639.84,Month-to-month,Bank transfer,DSL,No,No,No,0,5,1
654,53,5,98.7,3499.96,One year,Electronic check,Fiber optic,No,Yes,Yes,3,2,0
655,50,5,31.19,5596.8,One year,Electronic check,Fiber optic,No,No,No,1,3,0
656,79,54,55.6,3718.38,One year,Credit card,Fiber optic,No,Yes,No,3,4,0
657,47,47,117.81,827.55,One year,Credit card,Fiber optic,No,Yes,No,1,4,0
658,54,49,99.4,4471.69,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,7,1,1
659,40,9,69.73,5168.89,Month-to-month,Electronic check,No,No,Yes,Yes,3,2,1
660,75,20,53.98,5659.96,Month-to-month,Mailed check,DSL,Yes,No,Yes,2,3,1
661,27,61,107.21,3048.75,Month-to-month,Bank transfer,DSL,No,Yes,Yes,1,5,0
662,71,35,74.48,4552.91,Two year,Bank transfer,Fiber optic,No,No,Yes,2,3,0
663,22,50,95.84,3660.42,Month-to-month,Bank transfer,DSL,No,Yes,No,2,5,0
664,53,62,95.41,5409.24,Month-to-month,Credit card,DSL,No,No,Yes,4,3,1
665,51,17,21.79,4710.1,Two year,Electronic check,DSL,No,No,Yes,1,3,0
666,69,3,32.63,4253.47,Two year,Credit card,Fiber optic,Yes,No,Yes,5,2,0
667,48,32,85.96,2071.24,One year,Mailed check,No,No,Yes,Yes,1,1,0
668,27,13,36.16,115.95,Month-to-month,Electronic check,Fiber optic,No,No,No,2,3,1
669,75,68,45.55,1475.25,Month-to-month,Bank transfer,Fiber optic,No,Yes,Yes,1,4,0
670,36,14,114.66,1024.82,Month-to-month,Credit card,DSL,Yes,No,Yes,2,4,1
671,75,11,76.02,3647.77,Month-to-month,Credit card,Fiber optic,No,No,No,2,4,1
672,49,56,95.07,4936.84,Month-to-month,Mailed check,Fiber optic,No,No,Yes,0,1,1
673,18,67,75.8,1783.37,Month-to-month,Mailed check,Fiber optic,No,No,Yes,4,3,1
674,73,29,75.25,7518.55,Two year,Credit card,DSL,No,No,Yes,2,5,0
675,22,9,29.42,152.79,Month-to-month,Mailed check,DSL,No,No,Yes,3,5,1
676,62,67,54.37,6201.18,One year,Bank transfer,DSL,No,No,Yes,0,2,0
677,21,25,48.24,5039.12,One year,Mailed check,Fiber optic,No,No,Yes,2,1,0
678,33,42,59.07,3051.08,Month-to-month,Mailed check,No,No,No,No,1,3,1
679,41,9,99.83,498.86,One year,Credit card,No,No,No,Yes,3,4,0
680,33,40,57.19,5057.14,Month-to-month,Credit card,Fiber optic,No,Yes,No,1,1,1
681,72,25,65.17,3146.35,Month-to-month,Electronic check,Fiber optic,Yes,No,No,7,1,1
682,19,5,59.74,7496.51,One year,Electronic check,No,Yes,No,Yes,2,3,0
683,66,11,29.34,4381.72,Month-to-month,Credit card,DSL,No,No,Yes,0,2,1
684,45,59,64.11,7523.25,Two year,Mailed check,Fiber optic,Yes,No,Yes,3,2,0
685,49,38,39.56,1841.82,Month-to-month,Mailed check,No,No,Yes,No,5,2,1
686,44,5,38.67,5833.23,One year,Electronic check,DSL,No,No,No,1,4,0
687,37,48,29.4,4976.27,Month-to-month,Electronic check,No,No,No,No,1,4,1
688,41,18,55.67,5941.33,Month-to-month,Electronic check,No,No,No,Yes,1,3,1
689,29,70,95.75,1795.88,Month-to-month,Bank transfer,Fiber optic,No,No,No,2,2,1
690,67,37,47.64,5353.46,One year,Bank transfer,No,Yes,No,Yes,1,3,0
691,52,60,51.23,4034.52,Two year,Electronic check,Fiber optic,No,Yes,Yes,4,2,0
692,77,48,84.27,5968.32,Two year,Mailed check,Fiber optic,No,No,Yes,2,1,0
693,50,28,39.58,2683.65,Month-to-month,Electronic check,DSL,No,Yes,Yes,3,5,0
694,50,69,109.7,7131.45,One year,Bank transfer,DSL,No,Yes,Yes,2,5,0
695,78,40,72.02,765.98,One year,Mailed check,DSL,No,No,No,0,2,0
696,68,45,64.76,6476.8,One year,Bank transfer,Fiber optic,Yes,Yes,No,1,3,0
697,60,62,75.78,6904.43,Month-to-month,Mailed check,DSL,No,No,No,5,4,1
698,54,58,36.6,6556.29,One year,Bank transfer,DSL,No,No,Yes,4,2,0
699,29,67,81.35,4150.54,Two year,Mailed check,DSL,Yes,No,No,1,2,0
700,20,56,56.31,3563.24,Month-to-month,Mailed check,Fiber optic,No,No,Yes,3,4,0
701,18,40,109.72,7970.47,Two year,Mailed check,No,No,No,Yes,2,2,0
702,50,40,36.89,1910.46,One year,Mailed check,No,No,No,Yes,3,1,0
703,57,33,70.71,4420.32,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,1,4,0
704,27,6,79.81,5398.34,Month-to-month,Bank transfer,No,Yes,Yes,Yes,1,1,1
705,60,19,23.34,5636.85,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,1,5,1
706,61,40,56.37,1711.79,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,1,4,0
707,46,59,93.26,5266.55,Two year,Mailed check,Fiber optic,No,No,No,2,4,0
708,30,59,102.04,6565.12,Month-to-month,Mailed check,DSL,No,Yes,Yes,2,3,1
709,29,48,51.32,495.15,Two year,Bank transfer,No,No,No,No,0,3,0
710,48,41,99.86,7301.02,Two year,Credit card,Fiber optic,No,Yes,No,1,4,0
711,63,13,116.78,333.08,Month-to-month,Mailed check,Fiber optic,No,No,Yes,0,5,1
712,19,45,105.69,2912.17,Two year,Mailed check,Fiber optic,Yes,No,No,2,2,0
713,78,53,31.76,224.92,Two year,Mailed check,DSL,No,Yes,Yes,0,3,0
714,68,42,93.97,709.45,One year,Electronic check,DSL,No,No,No,3,5,0
715,67,63,51.97,7298.23,One year,Credit card,Fiber optic,No,Yes,Yes,2,5,0
716,52,27,118.84,2903.4,Two year,Mailed check,DSL,No,No,No,2,3,0
717,40,38,68.54,3455.7,One year,Electronic check,Fiber optic,No,Yes,No,4,2,0
718,34,60,32.24,1801.22,Month-to-month,Credit card,Fiber optic,No,No,No,2,3,1
719,43,7,92.52,4817.06,Two year,Mailed check,Fiber optic,Yes,No,No,1,5,0
720,25,5,52.3,4798.95,One year,Bank transfer,Fiber optic,Yes,Yes,Yes,0,1,0
721,46,45,119.71,3040.38,One year,Electronic check,Fiber optic,No,No,Yes,1,3,0
722,43,58,117.98,2730.98,Month-to-month,Electronic check,Fiber optic,No,Yes,Yes,1,5,0
723,27,31,85.61,7091.22,One year,Mailed check,Fiber optic,No,No,Yes,2,3,0
724,43,23,32.98,3127.95,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,1,5,1
725,79,42,88.69,3998.66,Two year,Electronic check,Fiber optic,No,No,No,4,2,1
726,51,10,29.3,2338.11,Month-to-month,Bank transfer,No,No,No,Yes,1,5,1
727,68,32,22.94,6315.48,Month-to-month,Bank transfer,DSL,No,No,No,2,4,1
728,58,53,102.3,3239.84,Month-to-month,Credit card,Fiber optic,Yes,No,No,0,1,1
729,24,30,40.98,4157.53,Month-to-month,Mailed check,No,No,No,Yes,1,5,0
730,21,39,57.9,2101.52,One year,Bank transfer,Fiber optic,No,Yes,No,2,3,0
731,75,31,117.35,7902.51,Two year,Credit card,DSL,Yes,Yes,Yes,2,3,0
732,70,2,53.68,2402.82,Two year,Bank transfer,Fiber optic,No,No,No,5,5,0
733,67,12,49.65,6188.87,Month-to-month,Mailed check,DSL,No,No,Yes,3,4,1
734,62,39,111.82,3477.22,Month-to-month,Credit card,DSL,Yes,No,Yes,0,5,0
735,28,66,31.07,1729.12,Two year,Credit card,No,No,Yes,Yes,1,2,0
736,46,13,95.96,6417.78,Two year,Credit card,Fiber optic,No,No,Yes,0,4,0
737,73,46,118.81,2735.49,Month-to-month,Bank transfer,DSL,Yes,Yes,Yes,2,5,0
738,53,27,110.13,6935.03,Month-to-month,Mailed check,No,No,No,Yes,2,1,1
739,42,17,85.17,7330.53,Month-to-month,Credit card,No,Yes,No,Yes,5,4,1
740,38,60,51.41,6892.61,Two year,Electronic check,Fiber optic,No,Yes,No,2,5,0
741,78,64,45.43,376.56,One year,Mailed check,DSL,Yes,No,Yes,2,1,0
742,74,35,101.93,6320.25,Month-to-month,Electronic check,No,No,No,Yes,3,5,1
743,53,70,107.98,3349.58,Month-to-month,Electronic check,Fiber optic,No,No,No,5,2,1
744,27,30,72.54,7002.41,Two year,Credit card,Fiber optic,Yes,Yes,No,5,3,0
745,54,71,44.43,5139.84,Month-to-month,Credit card,No,No,No,No,2,5,0
746,26,63,31.29,6685.78,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,1,4,0
747,41,28,28.72,4045.51,One year,Bank transfer,DSL,No,No,Yes,0,5,0
748,52,60,91.91,4326.7,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,1,5,0
749,66,37,62.01,1240.66,Month-to-month,Mailed check,DSL,No,Yes,Yes,1,5,1
750,52,22,110.54,6293.5,Two year,Bank transfer,Fiber optic,Yes,Yes,No,1,5,0
751,65,68,93.97,3413.18,Two year,Electronic check,Fiber optic,Yes,No,Yes,2,4,0
752,53,20,39.13,4050.63,Two year,Bank transfer,DSL,No,Yes,No,2,4,0
753,35,68,81.38,6302.27,Two year,Credit card,Fiber optic,No,No,Yes,1,5,0
754,66,64,63.55,4830.88,One year,Bank transfer,DSL,No,No,No,1,3,0
755,56,17,77.72,1688.68,Two year,Mailed check,DSL,No,No,Yes,1,5,0
756,49,12,93.81,4762.84,Month-to-month,Mailed check,Fiber optic,No,Yes,No,2,4,1
757,41,22,100.62,3320.3,One year,Electronic check,DSL,No,Yes,No,2,2,0
758,40,17,104.37,3809.25,Two year,Mailed check,Fiber optic,No,No,No,1,5,0
759,79,10,45.4,323.66,Month-to-month,Bank transfer,DSL,Yes,Yes,Yes,3,5,1
760,49,65,23.11,1759.23,Month-to-month,Credit card,Fiber optic,No,No,Yes,2,5,0
761,54,22,93.93,2320.2,Month-to-month,Mailed check,No,No,No,No,1,5,1
762,29,50,30.63,5732.38,Month-to-month,Electronic check,Fiber optic,No,No,Yes,1,1,1
763,66,14,51.49,190.79,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,1,5,0
764,72,64,20.38,3329.34,Two year,Electronic check,No,No,Yes,Yes,3,4,0
765,30,47,88.17,7399.81,Two year,Mailed check,DSL,No,Yes,Yes,1,4,0
766,40,29,36.71,983.86,Month-to-month,Mailed check,DSL,Yes,No,Yes,5,1,1
767,42,36,85.53,4179.75,Month-to-month,Electronic check,Fiber optic,No,No,Yes,1,5,1
768,52,52,119.17,6313.53,Month-to-month,Bank transfer,DSL,No,No,Yes,3,3,0
769,58,7,27.27,7546.0,Two year,Mailed check,No,No,No,Yes,5,5,0
770,47,29,27.71,5999.54,Month-to-month,Credit card,DSL,No,No,Yes,1,4,1
771,34,11,54.04,5792.47,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,0,2,1
772,66,33,106.64,6629.26,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,3,2,1
773,79,6,41.55,3624.99,Month-to-month,Mailed check,DSL,Yes,No,No,2,3,1
774,37,32,56.04,6466.17,Month-to-month,Electronic check,Fiber optic,No,Yes,No,0,5,0
775,65,51,26.85,162.92,Two year,Mailed check,DSL,No,No,No,0,1,0
776,42,58,96.32,7404.03,One year,Mailed check,Fiber optic,Yes,No,No,2,5,0
777,39,26,60.83,3602.12,One year,Bank transfer,DSL,No,No,Yes,1,3,0
778,30,46,95.92,4471.7,Month-to-month,Electronic check,No,No,No,No,2,3,1
779,76,29,110.36,2113.57,One year,Bank transfer,No,No,Yes,Yes,2,3,0
780,36,4,43.28,5965.99,One year,Mailed check,DSL,Yes,Yes,No,2,2,0
781,66,13,100.74,705.42,Month-to-month,Credit card,DSL,No,No,Yes,3,5,1
782,53,39,25.91,6993.82,One year,Mailed check,Fiber optic,Yes,No,No,2,5,0
783,29,15,109.88,6642.12,Month-to-month,Bank transfer,DSL,No,No,Yes,1,1,1
784,78,29,85.08,1806.87,Two year,Credit card,No,No,No,Yes,2,3,0
785,58,29,107.42,6493.66,Month-to-month,Bank transfer,Fiber optic,No,Yes,No,2,3,1
786,36,32,20.02,6312.23,Two year,Bank transfer,Fiber optic,Yes,No,Yes,2,4,0
787,29,2,36.91,5094.51,Month-to-month,Electronic check,No,Yes,No,Yes,4,4,1
788,26,47,58.98,3050.81,One year,Credit card,Fiber optic,No,Yes,Yes,4,2,1
789,24,22,57.95,2244.84,One year,Mailed check,No,No,No,Yes,0,5,0
790,45,27,42.67,1931.09,One year,Bank transfer,No,No,No,Yes,3,1,0
791,31,67,58.16,2617.01,Month-to-month,Mailed check,DSL,No,No,No,1,1,1
792,48,56,32.88,7238.11,Month-to-month,Electronic check,DSL,No,Yes,Yes,3,3,1
793,69,21,61.28,713.36,One year,Electronic check,No,No,No,Yes,3,1,0
794,36,47,100.24,6648.08,Month-to-month,Credit card,No,Yes,Yes,Yes,2,3,0
795,75,59,67.91,2856.23,Month-to-month,Electronic check,DSL,Yes,Yes,No,2,5,0
796,64,6,21.8,4220.64,One year,Electronic check,No,Yes,No,No,1,1,0
797,33,19,62.14,6376.44,Month-to-month,Mailed check,Fiber optic,No,No,No,2,3,1
798,70,57,22.72,7086.57,Month-to-month,Electronic check,DSL,No,No,No,0,5,0
799,22,69,116.62,2823.77,Month-to-month,Electronic check,No,No,Yes,No,1,5,0
800,52,3,32.75,3748.56,Month-to-month,Bank transfer,DSL,Yes,Yes,No,2,3,1
801,29,1,90.77,3374.68,One year,Electronic check,No,Yes,No,No,1,3,0
802,42,58,117.28,204.68,One year,Bank transfer,DSL,Yes,Yes,Yes,2,2,0
803,69,38,102.6,2437.95,Two year,Electronic check,Fiber optic,No,Yes,No,2,5,0
804,76,15,89.93,3727.59,Two year,Electronic check,DSL,No,Yes,Yes,1,3,0
805,38,34,103.95,3347.64,Month-to-month,Credit card,Fiber optic,No,No,No,0,5,0
806,53,61,118.18,5803.24,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,2,1,0
807,70,35,82.13,3139.95,Month-to-month,Bank transfer,DSL,Yes,No,No,3,4,0
808,40,64,75.92,3966.07,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,3,4,0
809,33,25,82.82,3493.91,Two year,Mailed check,Fiber optic,Yes,Yes,Yes,1,3,0
810,74,24,73.27,5950.95,Month-to-month,Credit card,DSL,No,No,Yes,2,3,1
811,56,12,83.51,6917.48,Month-to-month,Mailed check,No,Yes,Yes,Yes,3,5,0
812,62,18,64.98,4301.92,Month-to-month,Credit card,DSL,No,No,No,1,3,1
813,70,15,41.84,6336.51,One year,Credit card,Fiber optic,No,Yes,No,2,5,0
814,59,27,32.02,2444.61,One year,Electronic check,Fiber optic,No,No,No,1,3,0
815,75,60,26.83,4376.82,Month-to-month,Credit card,Fiber optic,No,Yes,No,4,5,1
816,56,46,46.33,2827.32,Two year,Mailed check,DSL,No,Yes,No,2,3,0
817,31,17,24.61,3372.19,Month-to-month,Credit card,Fiber optic,Yes,No,No,5,2,1
818,48,53,76.72,5886.07,Month-to-month,Bank transfer,Fiber optic,No,No,No,2,5,0
819,75,8,48.38,7065.13,Two year,Electronic check,Fiber optic,No,Yes,No,4,2,1
820,22,27,102.45,1059.81,Month-to-month,Electronic check,No,Yes,No,No,3,2,1
821,52,46,27.42,5113.65,Two year,Bank transfer,Fiber optic,No,No,Yes,0,2,0
822,40,50,42.64,4698.94,Two year,Bank transfer,DSL,No,No,No,3,2,0
823,46,71,93.02,1035.48,One year,Bank transfer,DSL,No,No,Yes,1,1,0
824,60,3,79.88,1773.97,One year,Credit card,DSL,Yes,Yes,Yes,3,4,0
825,28,64,26.45,2556.92,Month-to-month,Electronic check,DSL,Yes,No,No,2,1,0
826,35,44,107.72,1418.76,Two year,Bank transfer,Fiber optic,No,No,Yes,1,3,0
827,64,53,107.73,2025.46,Month-to-month,Credit card,DSL,Yes,Yes,No,0,3,0
828,29,24,53.04,2214.05,One year,Bank transfer,DSL,No,No,Yes,1,4,0
829,26,60,54.04,2751.82,Two year,Mailed check,DSL,No,No,Yes,1,4,0
830,27,3,118.9,6020.18,Two year,Mailed check,DSL,Yes,No,Yes,4,4,0
831,75,20,82.62,4618.11,Two year,Electronic check,DSL,No,No,Yes,1,2,0
832,61,46,73.13,7891.35,Month-to-month,Credit card,DSL,No,No,Yes,2,1,1
833,34,15,103.82,3376.41,Two year,Mailed check,Fiber optic,Yes,Yes,Yes,3,3,0
834,78,25,48.53,6055.53,One year,Mailed check,Fiber optic,No,No,Yes,3,1,0
835,55,71,62.92,6984.6,Two year,Credit card,DSL,No,Yes,Yes,1,1,0
836,24,17,46.78,5463.93,One year,Bank transfer,Fiber optic,No,No,Yes,2,1,0
837,63,9,98.92,3353.73,Month-to-month,Credit card,DSL,No,No,No,4,4,1
838,30,38,77.33,6053.4,Month-to-month,Bank transfer,DSL,No,No,Yes,5,4,1
839,57,48,85.88,1708.97,One year,Mailed check,DSL,No,No,No,1,3,0
840,59,60,45.23,2687.66,One year,Mailed check,Fiber optic,No,Yes,No,2,3,0
841,26,63,42.02,4418.81,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,3,3,1
842,67,2,68.84,4645.73,One year,Electronic check,DSL,No,No,No,2,1,0
843,44,11,93.76,274.92,Month-to-month,Electronic check,DSL,No,Yes,No,2,4,1
844,75,64,72.52,7566.4,Two year,Electronic check,No,Yes,No,No,3,2,0
845,19,21,23.26,5603.36,Month-to-month,Credit card,DSL,No,No,Yes,2,1,1
846,22,18,106.86,4016.06,Month-to-month,Mailed check,DSL,No,No,No,0,5,1
847,46,64,26.47,7471.71,Month-to-month,Mailed check,No,Yes,No,No,4,1,1
848,54,38,115.58,3568.85,Month-to-month,Credit card,No,No,No,Yes,1,4,1
849,55,32,22.51,7845.44,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,0,5,0
850,36,11,89.45,4147.05,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,3,1,1
851,25,45,28.22,1002.86,Month-to-month,Electronic check,DSL,No,No,No,3,4,1
852,65,33,111.07,6141.93,Two year,Mailed check,DSL,No,No,Yes,2,4,0
853,62,41,66.44,5463.29,Two year,Bank transfer,Fiber optic,Yes,Yes,No,3,2,0
854,18,8,33.75,6206.6,Month-to-month,Electronic check,DSL,No,Yes,Yes,1,1,1
855,39,11,54.08,7616.39,Two year,Mailed check,Fiber optic,No,No,No,1,4,0
856,69,51,36.48,6234.27,Month-to-month,Mailed check,No,Yes,No,Yes,2,3,0
857,34,41,37.06,4929.56,One year,Bank transfer,No,No,No,Yes,3,4,0
858,24,17,114.81,6872.74,One year,Mailed check,DSL,No,No,Yes,4,2,1
859,42,46,64.52,5418.65,Month-to-month,Mailed check,Fiber optic,No,No,Yes,2,4,0
860,62,32,98.88,3324.14,Month-to-month,Electronic check,Fiber optic,No,No,Yes,4,1,1
861,21,54,83.96,7096.4,Month-to-month,Electronic check,No,No,No,Yes,1,1,1
862,53,20,87.64,1853.01,Month-to-month,Bank transfer,DSL,Yes,No,Yes,0,5,0
863,23,33,33.17,5745.67,One year,Bank transfer,DSL,Yes,Yes,No,3,1,0
864,77,40,43.42,7064.35,Month-to-month,Mailed check,DSL,No,No,No,6,5,1
865,48,32,98.68,5877.4,Month-to-month,Electronic check,DSL,No,No,Yes,3,3,1
866,36,2,117.08,5608.48,Month-to-month,Bank transfer,DSL,Yes,Yes,Yes,3,2,1
867,78,33,46.27,6045.84,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,3,3,1
868,61,30,47.16,3773.94,Month-to-month,Credit card,Fiber optic,No,Yes,No,4,5,1
869,71,33,67.29,7005.95,Month-to-month,Bank transfer,DSL,Yes,No,Yes,2,4,0
870,56,26,118.38,1707.15,Two year,Mailed check,Fiber optic,Yes,No,Yes,1,4,0
871,44,22,46.9,1106.35,Month-to-month,Electronic check,DSL,No,No,Yes,5,3,1
872,27,66,60.7,2355.52,Month-to-month,Bank transfer,No,No,No,No,3,4,0
873,43,38,109.15,4299.46,One year,Credit card,No,Yes,No,Yes,3,5,0
874,36,46,20.29,4133.44,Month-to-month,Electronic check,No,No,No,No,0,2,1
875,56,15,23.98,6582.73,One year,Bank transfer,No,No,Yes,Yes,0,1,1
876,79,44,80.41,3296.09,One year,Credit card,DSL,No,No,Yes,2,5,0
877,20,49,110.74,3926.32,Month-to-month,Bank transfer,DSL,Yes,Yes,Yes,2,5,0
878,62,61,43.89,205.6,Month-to-month,Electronic check,Fiber optic,No,Yes,Yes,2,1,1
879,30,67,66.96,3336.94,Month-to-month,Electronic check,No,No,No,Yes,0,1,1
880,67,6,65.05,5217.42,Month-to-month,Electronic check,DSL,No,No,Yes,0,2,1
881,45,9,67.3,222.52,Month-to-month,Mailed check,DSL,No,No,Yes,2,2,1
882,79,6,82.25,2318.97,Month-to-month,Bank transfer,No,No,No,Yes,0,2,1
883,75,32,66.97,1742.86,Month-to-month,Mailed check,DSL,No,No,Yes,0,4,1
884,37,41,64.75,431.68,Month-to-month,Electronic check,Fiber optic,No,Yes,No,5,5,1
885,45,8,67.43,3886.15,One year,Credit card,Fiber optic,Yes,No,Yes,1,1,0
886,25,50,79.09,1535.61,One year,Bank transfer,DSL,Yes,No,No,2,5,0
887,78,62,73.7,5970.34,Month-to-month,Mailed check,DSL,No,No,Yes,1,5,0
888,58,62,105.41,6798.63,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,0,2,0
889,56,7,24.95,4410.12,Two year,Credit card,Fiber optic,Yes,Yes,Yes,0,2,0
890,18,4,103.33,7855.49,One year,Mailed check,No,No,No,Yes,0,5,0
891,20,6,104.39,3658.78,Two year,Electronic check,DSL,Yes,No,Yes,0,2,0
892,30,58,48.49,4155.61,Month-to-month,Mailed check,DSL,Yes,Yes,Yes,2,4,0
893,45,22,66.29,7914.82,One year,Bank transfer,Fiber optic,Yes,Yes,No,4,1,0
894,79,26,63.85,1929.23,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,0,5,1
895,74,3,41.85,7546.11,Month-to-month,Bank transfer,DSL,No,No,Yes,1,1,1
896,77,41,59.68,438.42,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,3,4,1
897,66,60,24.44,3626.46,Month-to-month,Electronic check,DSL,No,Yes,Yes,1,2,1
898,42,14,47.78,653.03,Month-to-month,Mailed check,DSL,No,No,No,2,3,1
899,73,12,101.67,5860.95,Month-to-month,Electronic check,DSL,No,No,Yes,1,4,1
900,50,12,48.46,4906.43,One year,Electronic check,Fiber optic,No,Yes,Yes,4,3,1
901,55,13,101.82,5682.41,Two year,Electronic check,Fiber optic,No,No,Yes,3,1,0
902,70,25,73.16,3058.4,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,1,5,1
903,23,45,107.99,3018.91,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,2,2,0
904,75,19,77.48,458.02,Month-to-month,Bank transfer,No,Yes,No,No,1,4,0
905,61,55,22.97,2864.57,One year,Mailed check,DSL,Yes,No,Yes,4,2,0
906,62,45,87.54,7441.38,Month-to-month,Credit card,DSL,No,No,Yes,0,3,1
907,49,8,24.49,3095.89,Two year,Bank transfer,DSL,No,No,No,5,3,1
908,62,53,65.06,6667.8,Month-to-month,Mailed check,DSL,No,No,Yes,2,5,0
909,78,55,112.94,6754.37,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,3,3,0
910,64,32,36.52,3048.61,One year,Bank transfer,Fiber optic,No,No,No,3,5,0
911,38,51,58.99,5092.71,Two year,Electronic check,Fiber optic,No,No,Yes,1,4,0
